"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Rare Variants Residing in Novel Cis-Acting Element in Visual System Homeobox 1 and Their Contribution in the Pathogenesis of Keratoconus","2023","Alswailmi F.K.; Malik R.K.; Parrey M.U.R.; Siddiqi A.R.; Karimulla S.; Alanezi A.A.; Qamar R.; Azam M.; Ahmad A.","Department of Pharmacy Practice, College of Pharmacy, University of Hafr Al Batin, Hafr Al-Batin, 39911, Saudi Arabia; Translational Genomics Laboratory, Department of Biosciences, COMSATS University Islamabad, Islamabad, 45600, Pakistan; Faculty of Medicine, Northern Border University, Arar, 91431, Saudi Arabia; Department of Pharmaceutics, College of Pharmacy, University of Hafr Al Batin, Hafr Al-Batin, 39911, Saudi Arabia; Pakistan Academy of Sciences, Islamabad, 45600, Pakistan; Science and Technology Sector, ICESCO, Rabat, 10104, Morocco","Applied Sciences (Switzerland)","2","cis-acting elements; keratoconus; miRNA; rare variants; VSX1","False","Scopus","10.3390/app13084888"
"Antidiabetic Drugs Can Reduce the Harmful Impact of Chronic Smoking on Post-Traumatic Brain Injuries","2023","Sivandzade F.; Alqahtani F.; Dhaibar H.; Cruz-Topete D.; Cucullo L.","Department of Biological Sciences, Oakland University, Rochester, 48309, MI, United States; Department of Foundation Medical Studies, Oakland University William Beaumont School of Medicine, Rochester, 48309, MI, United States; Department of Pharmacology and Toxicology, College of Pharmacy, King Saud University, Riyadh, 11362, Saudi Arabia; Department of Molecular and Cellular Physiology, Louisiana State University Health Shreveport, Shreveport, 71103, LA, United States","International Journal of Molecular Sciences","2","blood–brain barrier; metformin; oxidative stress; rosiglitazone; smoking; traumatic brain injury","False","Scopus","10.3390/ijms24076219"
"Design of new captopril mimics as promising ACE inhibitors: ADME, pharmacophore, molecular docking and dynamics simulation with MM-PBSA and PCA calculations","2023","Belal A.; Elanany M.A.; Al-Karmalawy A.A.; Elkamhawy A.; Abourehab M.A.S.; Ghamry H.I.; Mehany A.B.M.","Faculty of Pharmacy, Medicinal Chemistry Department, Beni-Suef University, Beni-Suef, Egypt; Department of Pharmaceutical Chemistry, College of Pharmacy, Taif University, Taif, Saudi Arabia; School of pharmacy and pharmaceutical industries, Badr University in Cairo (BUC), Cairo, Egypt; Pharmaceutical Chemistry Department, Faculty of Pharmacy, Ahram Canadian University, Giza, Egypt; BK21 FOUR Team and Integrated Research Institute for Drug Development, College of Pharmacy, Dongguk University-Seoul, Goyang, South Korea; Faculty of Pharmacy, Department of Pharmaceutical Organic Chemistry, Mansoura University, Mansoura, Egypt; Faculty of Pharmacy, Department of Pharmaceutics, Umm Al-Qura University, Makkah, Saudi Arabia; Nutrition and Food Science, Department of Home Economics, College of Home Economics, King Khalid University, Abha, Saudi Arabia; Faculty of Science, Department of Zoology, Al-Azhar University, Cairo, Egypt","Journal of Taibah University for Science","12","Angiotensin Converting Enzyme (ACE); Captopril mimics; Design of ACE inhibitors; Molecular docking; Pyrrolidin derivatives; Virtual screening","False","Scopus","10.1080/16583655.2023.2210348"
"The antioxidant effects of coenzyme Q10 on albino rat testicular toxicity and apoptosis triggered by bisphenol A","2023","Eid R.A.; Abadi A.M.; El-Kott A.F.; Zaki M.S.A.; Abd-Ella E.M.","Department of Pathology, College of Medicine, King Khalid University, P.O. 641, Abha, Saudi Arabia; Department of Family and Community Medicine, College of Medicine, King Khalid University, Abha, Saudi Arabia; Department of Biology, College of Science, King Khalid University, Abha, 61421, Saudi Arabia; Department of Zoology, College of Science, Damanhour University, Damanhour, 22511, Egypt; Department of Anatomy, College of Medicine, King Khalid University, Abha, Saudi Arabia; Department of Histology and Cell Biology, College of Medicine, Zagazig University, Zagazig, Egypt; Department of Zoology, College of Science, Fayoum University, Fayoum, Egypt; Department of Biology, College of Science and Art, Al-Baha University, Al-Mandaq, Al-Baha, Saudi Arabia","Environmental Science and Pollution Research","14","Biochemical markers; Bisphenol A; CoQ10; Light microscopy; Statistics; Testis; Ultrastructure","False","Scopus","10.1007/s11356-022-24920-7"
"Differences in Axial Length and Anterior Chamber Depth among Keratoconic, Myopic and Emmetropic Eyes","2023","Abdu M.; Gammoh Y.; Alla H.A.","Faculty of Applied Medical Science, University of Jeddah, Saudi Arabia; Faculty of Optometry and Visual Science, University of Al-Neelain, Sudan; Faculty of Allied Medical Sciences, Al-Ahliyya Amman University, Amman, Jordan","Pakistan Journal of Ophthalmology","0","Anterior chamber depth; Axial length; Central corneal thickness; emmetropia; Keratoconus; myopia","False","Scopus","10.36351/pjo.v39i4.1607"
"Role of HGF polymorphisms in the development of keratoconus in South Asian population","2023","Alswailmi F.K.","Department of Pharmacy Practice, College of Pharmacy, University of Hafr Al Batin, Hafr Al Batin, Saudi Arabia","Electronic Journal of General Medicine","1","hepatocyte growth factor; keratoconus; sporadic keratoconus","False","Scopus","10.29333/ejgm/12700"
"In vitro and in silico evaluation of new thieno[2,3-d]pyrimidines as anti-cancer agents and apoptosis inducers targeting VEGFR-2","2023","El-Metwally S.A.; Abuelkhir A.A.; Elkady H.; Taghour M.S.; Ibrahim I.M.; Husein D.Z.; Alsfouk A.A.; Sultan A.; Ismail A.; Elkhawaga S.Y.; Elkaeed E.B.; Metwaly A.M.; Eissa I.H.","Department of Basic Science, Higher Technological institute, 10th of Ramadan City, Egypt; Department of Pharmaceutical Organic Chemistry, College of Pharmacy, Al-Azhar University, Cairo, 11884, Egypt; Pharmaceutical Medicinal Chemistry & Drug Design Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, 11884, Egypt; Biophysics Department, Faculty of Science, Cairo University, Cairo, 12613, Egypt; Chemistry Department, Faculty of Science, New Valley University, El-Kharja, 72511, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, Princess Nourah bint Abdulrahman University, P.O. Box 84428, Riyadh, 11671, Saudi Arabia; Biochemistry and Molecular Biology Department, Faculty of Pharmacy (Boys), Al-Azhar University, Nasr City, Cairo, 11231, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, AlMaarefa University, Riyadh, 13713, Saudi Arabia; Pharmacognosy and Medicinal Plants Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, 11884, Egypt; Biopharmaceutical Products Research Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), Alexandria, Egypt","Computational Biology and Chemistry","17","Anti-poliverative; MD simulations; Thieno[2,3-d]pyrimidine; VEGFR-2","False","Scopus","10.1016/j.compbiolchem.2023.107928"
"Performance Enhancement of Adaptive Neural Networks Based on Learning Rate","2023","Zubair S.; Singha A.K.; Pathak N.; Sharma N.; Urooj S.; Larguech S.R.","Department of Computer Science, Aligarh Muslim University, Uttar Pradesh, Aligarh, 202002, India; Department of Information Technology, Bhagwan Parshuram Institute of Technology (BPIT), GGSIPU, New Delhi, 110089, India; Department of Computer Science and Engineering, Maharaja Agrasen Institute of Technology (MAIT), GGSIPU, New Delhi, India; Department of Electrical Engineering, College of Engineering, Princess Nourah bint Abdulrahman University, P.O.Box 84428, Riyadh, 11671, Saudi Arabia","Computers, Materials and Continua","18","convergence; Deep learning; optimization; stochastic gradient methods","False","Scopus","10.32604/cmc.2023.031481"
"Discovery of new quinoline and isatine derivatives as potential VEGFR-2 inhibitors: design, synthesis, antiproliferative, docking and MD simulation studies","2023","Taghour M.S.; Elkady H.; Eldehna W.M.; El-Deeb N.; Kenawy A.M.; Abd El-Wahab A.E.; Elkaeed E.B.; Alsfouk B.A.; Metwaly A.M.; Eissa I.H.","Pharmaceutical Medicinal Chemistry & Drug Design Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, Egypt; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Kafrelsheikh University, Kafrelsheikh, Egypt; Biopharmaceutical Products Research Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), Alexandria, Egypt; Pharmaceutical and Fermentation Industries Development Center, City of Scientific Research and Technological Applications (SRTA city), Alexandria, Egypt; Nucleic Acids Research Department, Genetic Engineering and Biotechnology Research Institute. City of Scientific Research and Technological Applications (SRTA-City), Alexandria, Egypt; Medical Biotechnology Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), Alexandria, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, AlMaarefa University, Riyadh, Saudi Arabia; Department of Pharmaceutical Sciences, College of Pharmacy, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Pharmacognosy and Medicinal Plants Department, Faculty of Pharmacy (Boys), Al-Azhar University, Cairo, Egypt","Journal of Biomolecular Structure and Dynamics","33","Anti-cancer; docking; isatine; MD simulation; quinoline; VEGFR-2","False","Scopus","10.1080/07391102.2022.2164356"
"Quality of life of a sample of people with keratoconus in KSA","2023","Alatawi SK.","","J Taibah Univ Med Sci","0","","True","PubMed","10.1016/j.jtumed.2023.03.008"
"Intraocular lens power calculation formulas: a scientometric analysis","2023","Alshammari T.; Tarazi A.; Aloqaili T.; Aloqaily M.; Alryalat S.A.","Department of Special Surgery, Prince Mohammed Medical City, Al-Jouf, Saudi Arabia; School of Medicine, University of Jordan, Amman, Jordan; Internal Medicine Department, Hamad Medical Corporation, Doha, Qatar; Department of Ophthalmology, University of Jordan, Amman, Jordan; Department of Ophthalmology, Houston Methodist Hospital, Houston, TX, United States","Medical Hypothesis, Discovery, and Innovation in Ophthalmology","0","bibliometric analysis; biometric analysis; cataract extractions; cataracts; intraocular lens implantations; intraocular lenses; pseudoaphakia","False","Scopus","10.51329/mehdiophthal1477"
"Corneal asphericity and its related factors","2023","Al-Somali A.; Abouollo H.M.; Al-Jindan M.; Alothman A.; Alhataln H.","Department of Ophthalmology, King Faisal University, Alahsa, Saudi Arabia; Department of Ophthalmology, Dharan Eye Specialist Hospital, Dharan, Saudi Arabia; Department of Ophthalmology, Imam Abdulrahman Bin Faisal University, Dammam, Saudi Arabia; Department of Ophthalmology, King Fahad Hospital, Hofuf, Saudi Arabia","Medical Hypothesis, Discovery, and Innovation in Ophthalmology","1","asphericity; corneas; Pentacam; Q value; reference value; refractive surgery","False","Scopus","10.51329/mehdiophthal1479"
"Dislocation of implantable collamer lens following blunt trauma","2023","Alsugayhi M.; Husain O.B.; Al-Swailem S.A.","Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Ophthalmology Department, Prince Sultan Military Medical City, Riyadh, Saudi Arabia","American Journal of Ophthalmology Case Reports","3","Implantable collamer lens; Keratoplasty; Ocular trauma; Phakic intraocular lens; Specular microscopy","False","Scopus","10.1016/j.ajoc.2022.101768"
"Unilateral keratoconus associated with iridocorneal endothelial syndrome: Case report","2023","Kalantan HA.","","Saudi J Ophthalmol","0","","True","PubMed","10.4103/sjopt.sjopt_159_22"
"Safety and efficacy of a laser refractive procedure in eyes with previous keratoplasty: Systematic review and meta-analysis","2023","Alsubhi A.H.; Alhindi N.; Abukhudair A.; Alsulami A.; Seraj H.; Morfeq H.","Faculty of Medicine, King Abdulaziz University, Rabigh, Saudi Arabia; Department of Ophthalmology, King Abdulaziz University Hospital, Jeddah, Saudi Arabia; Department of Ophthalmology, King Abdulaziz University, Jeddah, Saudi Arabia","Journal of Cataract and Refractive Surgery","2","","False","Scopus","10.1097/j.jcrs.0000000000001256"
"Microsporidial Stromal Keratitis in Post-Keratoplasty Eyes","2023","Spena R.; Bovone C.; Ciarmatori N.; Pellegrini M.; Yu A.C.; Zauli G.; Busin M.","Department of Translational Medicine, University of Ferrara, Ferrara, 44121, Italy; Department of Ophthalmology, Ospedali Privati Forlì “Villa Igea”, Forlì, 47122, Italy; Istituto Internazionale per la Ricerca e Formazione in Oftalmologia (IRFO), Forlì, 47122, Italy; Department of Environmental Sciences and Prevention, University of Ferrara, Ferrara, 44122, Italy; Research Department, King Khaled Eye Specialist Hospital, Riyadh, 11462, Saudi Arabia","Journal of Clinical Medicine","1","corneal transplantation; deep anterior lamellar keratoplasty; Microsporidium; penetrating keratoplasty; post-keratoplasty infection; stromal keratitis","False","Scopus","10.3390/jcm12113706"
"Behaviour of hTERT in the tears of neophyte contact lens wearers during the sleep/wake cycle","2023","Alotaibi S.; Papas E.; Ozkan J.; Misra S.L.; Markoulli M.","School of Optometry & Vision Science, University of New South Wales, Sydney, Australia; Department of Optometry & Vision Science, College of Applied Medical Science, King Saud University, Riyadh, Saudi Arabia; Department of Ophthalmology, New Zealand National Eye Centre, Faculty of Medical and Health Sciences, The University of Auckland, New Zealand","Contact Lens and Anterior Eye","2","Contact lenses; hTERT; Ocular surface; Tear film","False","Scopus","10.1016/j.clae.2023.102060"
"Spherical equivalent pre- and post-implantable collamer lens implantation in patients with myopia, hyperopia, and stable keratoconus","2023","Alabbasi OM, Vargas J, Al Mutlak M, Fairaq R, Al Saleh A.","","Saudi J Ophthalmol","0","","True","PubMed","10.4103/SJOPT.SJOPT_130_22"
"Riboflavin intake and status and relationship to anemia","2023","Aljaadi A.M.; Devlin A.M.; Green T.J.","The Clinical Nutrition Department, Umm Al-Qura University, Makkah, Saudi Arabia; The Department of Pediatrics, University of British Columbia, BC Children's Hospital Research Institute, Vancouver, BC, Canada; The Women and Kids Theme, South Australian Health, Medical Research Institute, and Discipline of Paediatrics, University of Adelaide, Adelaide, SA, Australia","Nutrition Reviews","35","anemia; EGRac; erythrocyte glutathione reductase activity coefficient; hemoglobin; riboflavin deficiency; vitamin B<sub>2</sub>","False","Scopus","10.1093/nutrit/nuac043"
