title,year,authors,affiliations,journal,citations,keywords,affiliation_missing,source,doi,kc_relevant,author_keywords,index_keywords,all_keywords
Corneal Collagen Cross-Linking for Keratoconus in Pediatric Patients - Long-Term Results,2017,Padmanabhan P.; Rachapalle Reddi S.; Rajagopal R.; Natarajan R.; Iyer G.; Srinivasan B.; Narayanan N.; Lakshmipathy M.; Agarwal S.,"Department of Cornea and Refractive Surgery, Medical Research Foundation, 41 College Rd, Sankara Nethralaya, Chennai, 600 006, India",Cornea,83,corneal collagen cross-linking; pediatric keratoconus; progressive keratoconus,False,Scopus,10.1097/ICO.0000000000001102,True,corneal collagen cross-linking; pediatric keratoconus; progressive keratoconus,Adolescent; Child; Collagen; Corneal Pachymetry; Corneal Stroma; Corneal Topography; Cross-Linking Reagents; Female; Follow-Up Studies; Humans; Keratoconus; Male; Photochemotherapy; Photosensitizing Agents; Retinoscopy; Retrospective Studies; Riboflavin; Ultraviolet Rays; Visual Acuity; riboflavin; collagen; cross linking reagent; photosensitizing agent; riboflavin; adolescent; adult; Article; astigmatism; bandage contact lens; child; comparative study; conservative treatment; controlled study; cornea thickness; corneal collagen crosslinking; corneal pachymetry; corrected distance visual acuity; eye refraction; female; follow up; human; keratoconus; keratometry; long term survival; major clinical study; male; photosensitization; priority journal; retinoscopy; retrospective study; spectacles; treatment outcome; ultraviolet A radiation; cornea stroma; keratoconus; metabolism; pathophysiology; photochemotherapy; physiology; ultraviolet radiation; visual acuity,corneal collagen cross-linking; pediatric keratoconus; progressive keratoconus; adolescent; child; collagen; corneal pachymetry; corneal stroma; corneal topography; cross-linking reagents; female; follow-up studies; humans; keratoconus; male; photochemotherapy; photosensitizing agents; retinoscopy; retrospective studies; riboflavin; ultraviolet rays; visual acuity; cross linking reagent; photosensitizing agent; adult; article; astigmatism; bandage contact lens; comparative study; conservative treatment; controlled study; cornea thickness; corneal collagen crosslinking; corrected distance visual acuity; eye refraction; follow up; human; keratometry; long term survival; major clinical study; photosensitization; priority journal; retrospective study; spectacles; treatment outcome; ultraviolet a radiation; cornea stroma; metabolism; pathophysiology; physiology; ultraviolet radiation
Calcineurin inhibitor in corneal transplantation,2017,Alamri A.M.,"Department of Surgery, King Khalid University, P.O. Box 641, Abha, 61421, Saudi Arabia",Bahrain Medical Bulletin,0,,False,Scopus,10.12816/0047760,True,,brimonidine; dorzolamide plus timolol; moxifloxacin; prednisolone; tacrolimus; adolescent; adult; Article; best corrected visual acuity; burning sensation; clinical article; cornea transplantation; drug dose reduction; drug efficacy; drug safety; drug substitution; drug tolerability; drug withdrawal; female; graft rejection; human; intraocular hypertension; keratoconus; male; penetrating keratoplasty; postoperative period; retrospective study; treatment duration; treatment outcome,brimonidine; dorzolamide plus timolol; moxifloxacin; prednisolone; tacrolimus; adolescent; adult; article; best corrected visual acuity; burning sensation; clinical article; cornea transplantation; drug dose reduction; drug efficacy; drug safety; drug substitution; drug tolerability; drug withdrawal; female; graft rejection; human; intraocular hypertension; keratoconus; male; penetrating keratoplasty; postoperative period; retrospective study; treatment duration; treatment outcome
Current techniques of lamellar keratoplasty for keratoconus,2016,"Spadea L, De Rosa V.",,Saudi Med J,0,,True,PubMed,10.15537/smj.2016.2.12985,True,,Cornea; Corneal Transplantation; Humans; Keratoconus; Postoperative Complications; Visual Acuity; Article; astigmatism; biomicroscopy; cornea surgery; cornea transplantation; deep anterior lamellar keratoplasty; human; keratoconus; lamellar keratoplasty; microkeratome; optical coherence tomography; postoperative complication; refraction error; surgical technique; treatment outcome; visual acuity; visual system function; cornea; keratoconus; procedures,cornea; corneal transplantation; humans; keratoconus; postoperative complications; visual acuity; article; astigmatism; biomicroscopy; cornea surgery; cornea transplantation; deep anterior lamellar keratoplasty; human; lamellar keratoplasty; microkeratome; optical coherence tomography; postoperative complication; refraction error; surgical technique; treatment outcome; visual system function; procedures
Sequence analysis of the VSX1 and SOD1 genes in families with Keratoconus and a review of the literature,2016,Al-Raddadi H.S.; Al-Barry M.A.; Al-Harbi E.; Samman M.I.; Albalawi A.M.; Basit S.,"College of Medicine, Taibah University, Almadinah Almunawwarah, Saudi Arabia; Center for Genetics and Inherited Diseases, Taibah University, Almadinah Almunawwarah, Saudi Arabia",Journal of Taibah University Medical Sciences,5,Keratoconus; Saudi families; SOD1; VSX1,False,Scopus,10.1016/j.jtumed.2015.08.004,True,Keratoconus; Saudi families; SOD1; VSX1,copper zinc superoxide dismutase; genomic DNA; microRNA; microRNA 184; protein; unclassified drug; VSX1 protein; Article; autosomal recessive inheritance; blood sampling; clinical article; exon; gene sequence; homozygosity; human; keratoconus; pedigree; phenotype,keratoconus; saudi families; sod1; vsx1; copper zinc superoxide dismutase; genomic dna; microrna; microrna 184; protein; unclassified drug; vsx1 protein; article; autosomal recessive inheritance; blood sampling; clinical article; exon; gene sequence; homozygosity; human; pedigree; phenotype
Morphometric changes of corneal endothelial cells following intracameral air for micro perforation of the Descemet Membrane during big-bubble deep anterior lamellar keratoplasty,2016,"Khattak A, Nakhli FR, Abdullatif Abouollo HM.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2016.01.003,True,Endothelial cell density; Keratoconus; Keratoplasty; Pleomorphism; Polymegathism,acetazolamide; moxifloxacin; prednisolone acetate; adult; air; anterior eye chamber; Article; cataract; cell density; cell structure; central corneal thickness; clinical article; cohort analysis; controlled study; cornea endothelium; cornea thickness; deep anterior lamellar keratoplasty; Descemet membrane endothelial keratoplasty; endothelium cell; female; human; intervention study; intracameral air; keratoconus; male; morphometrics; myopia; postoperative complication; priority journal; retrospective study; visual acuity; young adult,endothelial cell density; keratoconus; keratoplasty; pleomorphism; polymegathism; acetazolamide; moxifloxacin; prednisolone acetate; adult; air; anterior eye chamber; article; cataract; cell density; cell structure; central corneal thickness; clinical article; cohort analysis; controlled study; cornea endothelium; cornea thickness; deep anterior lamellar keratoplasty; descemet membrane endothelial keratoplasty; endothelium cell; female; human; intervention study; intracameral air; male; morphometrics; myopia; postoperative complication; priority journal; retrospective study; visual acuity; young adult
Boston Type 1 Keratoprosthesis versus Repeat Donor Keratoplasty for Corneal Graft Failure: A Systematic Review and Meta-analysis,2016,Ahmad S.; Mathews P.M.; Lindsley K.; Alkharashi M.; Hwang F.S.; Ng S.M.; Aldave A.J.; Akpek E.K.,"Wilmer Eye Institute, Johns Hopkins University, School of Medicine, 600 North Wolfe Street, Baltimore, 21287-9238, MD, United States; Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Cornea and Refractive Surgery Services, Jules Stein Eye Institute, Los Angeles, CA, United States; Cornea and External Disease, Kresge Eye Institute, Wayne State University, Detroit, MI, United States; King Saud University, Riyadh, Saudi Arabia",Ophthalmology,69,,False,Scopus,10.1016/j.ophtha.2015.09.028,True,,"Artificial Organs; Corneal Diseases; Graft Rejection; Graft Survival; Humans; Keratoplasty, Penetrating; Prostheses and Implants; Reoperation; Visual Acuity; Article; Caribbean; Cochrane Library; cohort analysis; comorbidity; cornea transplantation; glaucoma; graft failure; hand movement; human; keratoconjunctivitis sicca; keratoprosthesis; meta analysis; ocular surface disease; ophthalmology; penetrating keratoplasty; priority journal; repeat donor keratoplasty; systematic review; tertiary care center; tertiary health care; United States; visual acuity; artificial organ; Corneal Diseases; graft rejection; graft survival; procedures; prostheses and orthoses; reoperation","artificial organs; corneal diseases; graft rejection; graft survival; humans; keratoplasty, penetrating; prostheses and implants; reoperation; visual acuity; article; caribbean; cochrane library; cohort analysis; comorbidity; cornea transplantation; glaucoma; graft failure; hand movement; human; keratoconjunctivitis sicca; keratoprosthesis; meta analysis; ocular surface disease; ophthalmology; penetrating keratoplasty; priority journal; repeat donor keratoplasty; systematic review; tertiary care center; tertiary health care; united states; artificial organ; procedures; prostheses and orthoses"
Femtosecond astigmatic keratotomy for postkeratoplasty astigmatism,2016,Al Sabaani N.; Al Malki S.; Al Jindan M.; Al Assiri A.; Al Swailem S.,"King Khalid University, Abha, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Dammam University, Dammam, Saudi Arabia",Saudi Journal of Ophthalmology,16,Astigmatic keratotomy; Astigmatism; Femtosecond,False,Scopus,10.1016/j.sjopt.2016.04.003,True,Astigmatic keratotomy; Astigmatism; Femtosecond,antibiotic agent; artificial tear; steroid; adolescent; adult; aged; Article; astigmatism; best spectacle corrected visual acuity; cornea disease; cornea perforation; cornea thickness; corneal pachymetry; corneal scar; female; femtosecond astigmatic keratotomy; human; intervention study; keratitis; keratoconus; keratopathy; keratoplasty; keratotomy; major clinical study; male; ophthalmic femtosecond laser; outcome assessment; pachymeter; postkeratoplasty astigmatism; postoperative complication; postoperative period; preoperative period; priority journal; retrospective study; surgical technique; uncorrected visual acuity; visual acuity,astigmatic keratotomy; astigmatism; femtosecond; antibiotic agent; artificial tear; steroid; adolescent; adult; aged; article; best spectacle corrected visual acuity; cornea disease; cornea perforation; cornea thickness; corneal pachymetry; corneal scar; female; femtosecond astigmatic keratotomy; human; intervention study; keratitis; keratoconus; keratopathy; keratoplasty; keratotomy; major clinical study; male; ophthalmic femtosecond laser; outcome assessment; pachymeter; postkeratoplasty astigmatism; postoperative complication; postoperative period; preoperative period; priority journal; retrospective study; surgical technique; uncorrected visual acuity; visual acuity
Outcome of repeat penetrating keratoplasty in eyes with failed penetrating keratoplasty,2016,Khairallah A.S.,"Division of Ophthalmology, Department of Surgery, College of Medicine, King Khalid University, Abha, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Saudi Medical Journal,6,,False,Scopus,10.15537/smj.2016.9.14075,True,,"Female; Humans; Keratoplasty, Penetrating; Male; Middle Aged; Reoperation; Treatment Failure; Treatment Outcome; adult; Article; clinical article; comorbidity; female; human; intraocular pressure; male; middle aged; penetrating keratoplasty; retrospective study; risk factor; treatment failure; treatment outcome; visual acuity; reoperation; treatment failure","female; humans; keratoplasty, penetrating; male; middle aged; reoperation; treatment failure; treatment outcome; adult; article; clinical article; comorbidity; human; intraocular pressure; penetrating keratoplasty; retrospective study; risk factor; visual acuity"
Prevalence and histopathological characteristics of corneal stromal dystrophies in Saudi Arabia,2015,Alzuhairy S.; Alkatan H.M.; Al-Rajhi A.A.,"Ophthalmology Department, College of Medicine, Al-Qassim University, Riyadh, Saudi Arabia; Department of Pathology and Laboratory Medicine, KKESH, P.O. Box 7191, Riyadh, 11462, Saudi Arabia; College of Medicine, Al-Faisal University and Al-Hokama Eye Specialist Center, Riyadh, Saudi Arabia",Middle East African Journal of Ophthalmology,21,Corneal Stromal Dystrophy; Histopathology; Keratoplasty; Saudi Arabia,False,Scopus,10.4103/0974-9233.151975,True,Corneal Stromal Dystrophy; Histopathology; Keratoplasty; Saudi Arabia,"Adolescent; Adult; Aged; Child; Corneal Dystrophies, Hereditary; Corneal Transplantation; Female; Humans; Keratoplasty, Penetrating; Male; Middle Aged; Prevalence; Retrospective Studies; Saudi Arabia; Visual Acuity; adolescent; adult; Article; child; cornea dystrophy; demography; Descemet membrane; female; granular corneal dystrophy; histopathology; human; human tissue; keratoplasty; lamellar keratoplasty; lattice corneal dystrophy; macular corneal dystrophy; major clinical study; male; penetrating keratoplasty; prevalence; priority journal; retrospective study; Saudi Arabia; school child; aged; cornea transplantation; Corneal Dystrophies, Hereditary; middle aged; pathology; physiology; prevalence; procedures; visual acuity","corneal stromal dystrophy; histopathology; keratoplasty; saudi arabia; adolescent; adult; aged; child; corneal dystrophies, hereditary; corneal transplantation; female; humans; keratoplasty, penetrating; male; middle aged; prevalence; retrospective studies; visual acuity; article; cornea dystrophy; demography; descemet membrane; granular corneal dystrophy; human; human tissue; lamellar keratoplasty; lattice corneal dystrophy; macular corneal dystrophy; major clinical study; penetrating keratoplasty; priority journal; retrospective study; school child; cornea transplantation; pathology; physiology; procedures"
Corneal collagen crosslinking for progressive keratoconus in Saudi Arabia: One-year controlled clinical trial analysis,2015,"Khattak A, Nakhli FR, Cheema HR.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2015.02.005,True,Collagen crosslinking; Ectasia; Keratoconus; Riboflavin; Ultraviolet A,adolescent; adult; Article; child; clinical article; controlled clinical trial; controlled study; cornea surgery; corneal collagen crosslinking; eye refraction; female; follow up; human; keratoconus; keratometry; male; pachymetry; priority journal; prospective study; Saudi Arabia; short course therapy; tertiary health care; treatment duration; visual acuity,collagen crosslinking; ectasia; keratoconus; riboflavin; ultraviolet a; adolescent; adult; article; child; clinical article; controlled clinical trial; controlled study; cornea surgery; corneal collagen crosslinking; eye refraction; female; follow up; human; keratometry; male; pachymetry; priority journal; prospective study; saudi arabia; short course therapy; tertiary health care; treatment duration; visual acuity
Indications and techniques employed for keratoplasty in the Eastern province of Saudi Arabia: 6 years of experience,2015,"Al-Arfai KM, Yassin SA, Al-Beshri AS, Al-Jindan MY, Al-Tamimi ER.",,Ann Saudi Med,0,,True,PubMed,10.5144/0256-4947.2015.387,True,,Adolescent; Adult; Aged; Cicatrix; Corneal Diseases; Corneal Transplantation; Descemet Stripping Endothelial Keratoplasty; Female; Humans; Keratoconus; Male; Middle Aged; Retrospective Studies; Saudi Arabia; Young Adult; adolescent; adult; aged; Article; cornea disease; cornea dystrophy; corneal scarring; Descemet stripping endothelial keratoplasty; descriptive research; female; human; keratoconus; keratopathy; keratoplasty; keratoprosthesis; major clinical study; male; penetrating keratoplasty; priority journal; retrospective study; Saudi Arabia; surgical technique; treatment indication; Cicatrix; cornea transplantation; Corneal Diseases; middle aged; procedures; statistics and numerical data; young adult,adolescent; adult; aged; cicatrix; corneal diseases; corneal transplantation; descemet stripping endothelial keratoplasty; female; humans; keratoconus; male; middle aged; retrospective studies; saudi arabia; young adult; article; cornea disease; cornea dystrophy; corneal scarring; descriptive research; human; keratopathy; keratoplasty; keratoprosthesis; major clinical study; penetrating keratoplasty; priority journal; retrospective study; surgical technique; treatment indication; cornea transplantation; procedures; statistics and numerical data
Corneal cross-linking,2014,Alkharashi M.; Alharbi Z.; Daoud Y.J.,"King Saud University, Riyadh, Saudi Arabia; King Saud Bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, Baltimore, MD 21287, 600 North Wolfe Street, United States",Expert Review of Ophthalmology,1,corneal collagen cross-linking; corneal ectasia; infectious keratitis; refractive surgery,False,Scopus,10.1586/17469899.2014.927310,True,corneal collagen cross-linking; corneal ectasia; infectious keratitis; refractive surgery,riboflavin; cornea disease; cornea edema; cornea epithelium; cornea stroma; cornea surgery; corneal collagen cross linking; human; infectious keratitis; keratitis; keratoconus; keratomileusis; operation duration; patient safety; photoactivation; post laser in situ keratomileusis keratectasia; postoperative complication; review; ultraviolet A radiation,corneal collagen cross-linking; corneal ectasia; infectious keratitis; refractive surgery; riboflavin; cornea disease; cornea edema; cornea epithelium; cornea stroma; cornea surgery; corneal collagen cross linking; human; keratitis; keratoconus; keratomileusis; operation duration; patient safety; photoactivation; post laser in situ keratomileusis keratectasia; postoperative complication; review; ultraviolet a radiation
Unexpected overcorrection with femtosecond laser-assisted astigmatic keratotomy following deep anterior lamellar keratoplasty,2014,Khattak A.; Cheema H.R.,"Dhahran Eye Specialist Hospital, Dhahran, Saudi Arabia; Royal College of Surgeons in Ireland, Dublin, Ireland",JCRS Online Case Reports,5,,False,Scopus,10.1016/j.jcro.2014.06.005,True,,moxifloxacin; prednisolone acetate; adult; Article; astigmatic keratotomy; astigmatism; case report; cornea; deep anterior lamellar keratoplasty; human; keratoconus; keratoplasty; keratotomy; male; ophthalmic femtosecond laser; postoperative complication; postoperative corneal astigmatism; priority journal; visual acuity,moxifloxacin; prednisolone acetate; adult; article; astigmatic keratotomy; astigmatism; case report; cornea; deep anterior lamellar keratoplasty; human; keratoconus; keratoplasty; keratotomy; male; ophthalmic femtosecond laser; postoperative complication; postoperative corneal astigmatism; priority journal; visual acuity
"Critical appraisal of loteprednol ointment, gel, and suspension in the treatment of postoperative inflammation and pain following ocular and corneal transplant surgery",2014,Pirouzian A.; Randy Craven E.,"Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, Baltimore, MD, United States",Clinical Ophthalmology,10,Eye; Inflammation; Keratoplasty; Loteprednol; Pain; Surgery,False,Scopus,10.2147/OPTH.S30278,True,Eye; Inflammation; Keratoplasty; Loteprednol; Pain; Surgery,difluprednate; fluorometholone; loteprednol etabonate; placebo; prednisolone acetate; rimexolone; absence of side effects; adverse outcome; cataract; cataract extraction; conjunctival hyperemia; cornea edema; cornea transplantation; drug efficacy; drug receptor binding; drug safety; drug structure; drug tolerability; eye inflammation; eye pain; human; intraocular pressure; iritis; outcome assessment; peer review; photophobia; postoperative inflammation; postoperative pain; postoperative period; review; vernal conjunctivitis,eye; inflammation; keratoplasty; loteprednol; pain; surgery; difluprednate; fluorometholone; loteprednol etabonate; placebo; prednisolone acetate; rimexolone; absence of side effects; adverse outcome; cataract; cataract extraction; conjunctival hyperemia; cornea edema; cornea transplantation; drug efficacy; drug receptor binding; drug safety; drug structure; drug tolerability; eye inflammation; eye pain; human; intraocular pressure; iritis; outcome assessment; peer review; photophobia; postoperative inflammation; postoperative pain; postoperative period; review; vernal conjunctivitis
On a nonlinear boundary value problem modeling corneal shape,2014,Płociniczak L.; Okrasiński W.; Nieto J.J.; Domínguez O.,"Institute of Mathematics and Computer Science, Wroclaw University of Technology, 50-372 Wroclaw, ul. Janiszewskiego 14a, Poland; Departamento de Análise Matemática, Universidade de Santiago de Compostela, 15782 Santiago de Compostela, Spain; Department of Mathematics, Faculty of Science, King Abdulaziz University, Jeddah 21589, P.O. Box 80203, Saudi Arabia; Departamento de Análisis Matemático, Facultad de Matemáticas, Universidad Complutense de Madrid, 28040 Madrid, Plaza de Ciencias 3, Spain",Journal of Mathematical Analysis and Applications,19,Boundary-value problem; Corneal topography; Estimates,False,Scopus,10.1016/j.jmaa.2014.01.010,True,Boundary-value problem; Corneal topography; Estimates,,boundary-value problem; corneal topography; estimates
Efficacy and safety of intacs SK in moderate to severe keratoconus,2013,El-Moatassem Kotb A.M.; Hantera M.,"Department of Ophthalmology, Ain-Shams university, Cairo, Abbasyia square, Egypt; International Medical Center, Dubai, United Arab Emirates; Department of Opththalmology, Magrabi Eye Hospitals, Saudi Arabia",Middle East African Journal of Ophthalmology,8,Intacs; Intralase; Keratoconus,False,Scopus,10.4103/0974-9233.106386,True,Intacs; Intralase; Keratoconus,"Adolescent; Adult; Biocompatible Materials; Corneal Stroma; Corneal Topography; Female; Humans; Keratoconus; Male; Prospective Studies; Prostheses and Implants; Prosthesis Implantation; Refraction, Ocular; Treatment Outcome; Visual Acuity; Young Adult; Intacs; Intralase; Keratoconus; dexamethasone plus tobramycin; adolescent; adult; article; clinical article; clinical trial; contact lens; cornea surgery; cornea thickness; corneal pachymetry; device safety; disease classification; disease severity; eye refraction; female; follow up; human; hypermetropia; intrastromal corneal ring segment; keratoconus; keratometry; keratopathy; male; ophthalmic femtosecond laser; outcome assessment; postoperative care; priority journal; prospective study; reoperation; slit lamp; visual acuity","intacs; intralase; keratoconus; adolescent; adult; biocompatible materials; corneal stroma; corneal topography; female; humans; male; prospective studies; prostheses and implants; prosthesis implantation; refraction, ocular; treatment outcome; visual acuity; young adult; dexamethasone plus tobramycin; article; clinical article; clinical trial; contact lens; cornea surgery; cornea thickness; corneal pachymetry; device safety; disease classification; disease severity; eye refraction; follow up; human; hypermetropia; intrastromal corneal ring segment; keratometry; keratopathy; ophthalmic femtosecond laser; outcome assessment; postoperative care; priority journal; prospective study; reoperation; slit lamp"
Penetrating keratoplasty for keratoconus: visual and graft survival outcomes,2013,Al-Mohaimeed MM.,,Int J Health Sci (Qassim),0,,True,PubMed,10.12816/0006023,True,,,graft; graft survival; keratoconus; keratoconus visual; keratoplasty; keratoplasty keratoconus; outcomes; penetrating; penetrating keratoplasty; survival; survival outcomes; visual; visual graft
Deep anterior lamellar keratoplasty for pellucid marginal degeneration,2013,Al-Torbak A.A.,"Department of Ophthalmology, College of Medicine, Al-Qasseem University and the Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Saudi Journal of Ophthalmology,15,Corneal ectasias; Lamellar keratoplasty; Pellucid marginal degeneration,False,Scopus,10.1016/j.sjopt.2012.04.001,True,Corneal ectasias; Lamellar keratoplasty; Pellucid marginal degeneration,verteporfin; adult; article; astigmatism; clinical article; cornea disease; cornea neovascularization; cornea perforation; deep anterior lamellar keratoplasty; Descemet membrane; female; follow up; graft dysfunction; graft versus host reaction; human; intraocular pressure; keratoplasty; male; pellucid marginal degeneration; peroperative complication; photodynamic therapy; postoperative period; priority journal; retrospective study; risk factor; Saudi Arabia; surgical technique; treatment outcome; visual acuity,corneal ectasias; lamellar keratoplasty; pellucid marginal degeneration; verteporfin; adult; article; astigmatism; clinical article; cornea disease; cornea neovascularization; cornea perforation; deep anterior lamellar keratoplasty; descemet membrane; female; follow up; graft dysfunction; graft versus host reaction; human; intraocular pressure; keratoplasty; male; peroperative complication; photodynamic therapy; postoperative period; priority journal; retrospective study; risk factor; saudi arabia; surgical technique; treatment outcome; visual acuity
Corneal ectasias: Study cohorts and epidemiology,2013,Bialasiewicz A.; Edward D.P.,"Department of Ophthalmology, Al Ahli Hospital, Doha, PO Box 6401, Qatar; Department of Research, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Middle East African Journal of Ophthalmology,8,,False,Scopus,10.4103/0974-9233.106379,True,,"Cohort Studies; Cornea; Dilatation, Pathologic; Humans; Keratoconus; Male; Middle Aged; Middle East; cohort analysis; contact lens; cornea disease; cornea dystrophy; cornea ectasia; cornea thickness; disease severity; editorial; ethnic difference; gene identification; genetic linkage; genotype phenotype correlation; human; keratoconus; morbidity; penetrating keratoplasty; priority journal; proteomics; treatment indication; visual acuity","cohort studies; cornea; dilatation, pathologic; humans; keratoconus; male; middle aged; middle east; cohort analysis; contact lens; cornea disease; cornea dystrophy; cornea ectasia; cornea thickness; disease severity; editorial; ethnic difference; gene identification; genetic linkage; genotype phenotype correlation; human; morbidity; penetrating keratoplasty; priority journal; proteomics; treatment indication; visual acuity"
ZNF469 frequently mutated in the brittle cornea syndrome (BCS) is a single exon gene possibly regulating the expression of several extracellular matrix components,2013,Rohrbach M.; Spencer H.L.; Porter L.F.; Burkitt-Wright E.M.M.; Bürer C.; Janecke A.; Bakshi M.; Sillence D.; Al-Hussain H.; Baumgartner M.; Steinmann B.; Black G.C.M.; Manson F.D.C.; Giunta C.,"Division of Metabolism, Connective Tissue Unit and Children's Research Center, University Children's Hospital, Zurich, Switzerland; Genetic Medicine Research Centre, Institute of Human Development, Faculty of Medical and Human Sciences, The University of Manchester, United Kingdom; St. Mary's Hospital, Central Manchester University Hospitals NHS Foundation Trust, Manchester Academic Health Science Centre, Manchester, United Kingdom; Division of Human Genetics, Innsbruck Medical University, Innsbruck, Austria; Department of Clinical Genetics, Children's Hospital at Westmead, Westmead NSW, Sydney, Australia; King Khaled Eye Specialist Hospital, Division of Oculoplastics and Orbit, Saudi Arabia",Molecular Genetics and Metabolism,74,Brittle cornea; Genetic heterogeneity; Keratoconus; Keratoglobus; PRDM5 and ZNF469; Single exon gene,False,Scopus,10.1016/j.ymgme.2013.04.014,True,Brittle cornea; Genetic heterogeneity; Keratoconus; Keratoglobus; PRDM5 and ZNF469; Single exon gene,clusterin; dorzolamide plus timolol; eye drops; glypican 6; latanoprost; messenger RNA; procollagen C proteinase; protein; thrombospondin; unclassified drug; adolescent; article; astigmatism; autosomal recessive disorder; brittle cornea syndrome; case report; child; connective tissue disease; cornea transplantation; exon; extracellular matrix; female; gene; gene control; gene mutation; glaucoma; hearing impairment; homozygosity; human; PRDM5 gene; preschool child; priority journal; reverse transcription polymerase chain reaction; school child; spectacles; strabismus; ZNF469 gene,brittle cornea; genetic heterogeneity; keratoconus; keratoglobus; prdm5 and znf469; single exon gene; clusterin; dorzolamide plus timolol; eye drops; glypican 6; latanoprost; messenger rna; procollagen c proteinase; protein; thrombospondin; unclassified drug; adolescent; article; astigmatism; autosomal recessive disorder; brittle cornea syndrome; case report; child; connective tissue disease; cornea transplantation; exon; extracellular matrix; female; gene; gene control; gene mutation; glaucoma; hearing impairment; homozygosity; human; prdm5 gene; preschool child; priority journal; reverse transcription polymerase chain reaction; school child; spectacles; strabismus; znf469 gene
Lamellar Corneal Transplantation,2012,Arenas E.; Esquenazi S.; Anwar M.; Terry M.,"Fundacion Santa Fe de Bogota, Bogota, Colombia; LSU Eye Center and LSU Neuroscience Center, Louisiana State University Health Sciences Center, New Orleans, LA, United States; Magrabi Eye Hospital, Jeddah, Saudi Arabia; Devers Eye Institute, Portland, OR, United States",Survey of Ophthalmology,64,ALK; Corneal surgery; Corneal transplants; DALK; DMEK; DSAEK; Keratoplasty; PK; PKP,False,Scopus,10.1016/j.survophthal.2012.01.009,True,ALK; Corneal surgery; Corneal transplants; DALK; DMEK; DSAEK; Keratoplasty; PK; PKP,"Corneal Diseases; Descemet Stripping Endothelial Keratoplasty; Epikeratophakia; Humans; Keratoplasty, Penetrating; anterior lamellar keratoplasty; automated lamellar therapeutic keratoplasty; bacterial keratitis; chemical burn; congenital cornea dystrophy; cornea disease; cornea rodent ulcer; cornea stroma; cornea transplantation; deep aterior lamellar keratoplasty; deep lamellar endothelial keratoplasty; Descemet membrane endothelial keratoplasty; Descemet stripping endothelial keratoplasty; endophthalmitis; glaucoma; graft dysfunction; graft failure; graft rejection; graft survival; human; keratitis; keratomycosis; keratopathy; nonhuman; outcome assessment; patient selection; pellucid marginal degeneration; penetrating keratoplasty; posterior lamellar keratoplasty; postoperative infection; priority journal; pterygium; recurrent disease; review; superficial aterior lamellar keratoplasty; surgical technique; terrien marginal degeneration; visual acuity","alk; corneal surgery; corneal transplants; dalk; dmek; dsaek; keratoplasty; pk; pkp; corneal diseases; descemet stripping endothelial keratoplasty; epikeratophakia; humans; keratoplasty, penetrating; anterior lamellar keratoplasty; automated lamellar therapeutic keratoplasty; bacterial keratitis; chemical burn; congenital cornea dystrophy; cornea disease; cornea rodent ulcer; cornea stroma; cornea transplantation; deep aterior lamellar keratoplasty; deep lamellar endothelial keratoplasty; descemet membrane endothelial keratoplasty; endophthalmitis; glaucoma; graft dysfunction; graft failure; graft rejection; graft survival; human; keratitis; keratomycosis; keratopathy; nonhuman; outcome assessment; patient selection; pellucid marginal degeneration; penetrating keratoplasty; posterior lamellar keratoplasty; postoperative infection; priority journal; pterygium; recurrent disease; review; superficial aterior lamellar keratoplasty; surgical technique; terrien marginal degeneration; visual acuity"
Effect of processing methods for transmission electron microscopy on corneal collagen fibrils diameter and spacing,2012,Akhtar S.,"Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia",Microscopy Research and Technique,9,Cuprolinic blue; Glutaraldehyde; Osmium tetroxide; Sodium acetate buffer; Spurr's resin,False,Scopus,10.1002/jemt.22083,True,Cuprolinic blue; Glutaraldehyde; Osmium tetroxide; Sodium acetate buffer; Spurr's resin,Collagen; High resolution transmission electron microscopy; Lead compounds; Sodium compounds; Tissue; Uranium compounds; Collagen fibrils; Corneal tissues; Cuprolinic blue; Fibril diameters; Glutaraldehydes; Human corneal; Osmium tetroxide; Processing method; Sodium-acetate buffer; Spurr resin; Resins,cuprolinic blue; glutaraldehyde; osmium tetroxide; sodium acetate buffer; spurr's resin; collagen; high resolution transmission electron microscopy; lead compounds; sodium compounds; tissue; uranium compounds; collagen fibrils; corneal tissues; fibril diameters; glutaraldehydes; human corneal; processing method; sodium-acetate buffer; spurr resin; resins
